Economy,Year,Subgroup,Top Subgroup Level,Subgroup Level,Average/SE/N,Bribery incidence (percent of firms experiencing at least one bribe payment request),Bribery depth (% of public transactions where a gift or informal payment was requested),Percent of firms expected to give gifts in meetings with tax officials,Percent of firms expected to give gifts to secure government contract,Percent of firms expected to give gifts to get an operating license,Percent of firms expected to give gifts to get an import license,Percent of firms expected to give gifts to get a construction permit,Percent of firms expected to give gifts to get an electrical connection,Percent of firms expected to give gifts to get a water connection,"Percent of firms expected to give gifts to public officials ""to get things done""",Percent of firms identifying corruption as a major or very severe constraint,Real annual sales growth (%),Annual employment growth (%),Real annual labor productivity growth (%),Percent of firms buying fixed assets,Capacity utilization (%)*,Age of the establishment (years),Percent of firms with at least 10% of foreign ownership,Percent of firms with at least 10% of government/state ownership,Proportion of private domestic ownership in a firm (%),Percent of firms with legal status of Sole Proprietorship,Senior management time spent dealing with the requirements of government regulation (%),Days to obtain an operating license,[B-READY] Days to obtain a construction-related permit [median],Days to obtain an import license,[B-READY] Days to receive payment under government contract,[B-READY] Percent of firms visited or inspected for health or safety,[B-READY] Percent of firms with a report issued for health or safety inspection,Percent of firms identifying business licensing and permits as a major or very severe constraint,Percent of firms identifying access to land as a major or very severe constraint,[B-READY] Perceptions index of access to land as a constraint,[B-READY] Percent of firms offering formal training over last fiscal year,Proportion of workers offered formal training over last fiscal year (%)*,Years of the top manager's experience working in the firm's sector,Percent of firms where the largest owner is also the top manager,Number of permanent full-time equivalent workers,"Proportion of permanent workers, out of all permanent full-time equivalent workers","Proportion of production workers, out of all permanent workers*","Proportion of skilled workers, out of all permanent production workers (%)*",Proportion of permanent full time workers that completed high school,[B-READY] Weeks to dismiss a full-time permanent worker,[B-READY] Weeks paid in severance,[B-READY] Percent of firms involved in labor dispute over last 3 years,[B-READY] Months to resolve labor dispute,Percent of firms identifying labor regulations as a major or very severe constraint,[B-READY] Perceptions index of labor regulations as a constraint,Percent of firms identifying an inadequately educated workforce as a major or very severe constraint,Management practices index,Score on action when a problem arose,Score on number of performance indicators monitored,Score on time focus of production/service provision targets,Score on achievability of production/service provision targets,Score on knowledge of production/service provision targets,Score on basis of managers' performance bonuses,Score on extent to which non-managers are promoted based on performance,Score on extent to which under-performing non-managers are reassigned or dismissed,Percent of firms competing against unregistered or informal firms,Percent of firms formally registered when they started operations,Number of years firm operated without formal registration,Percent of firms identifying practices of competitors in the informal sector as a major or very severe constraint
Lesotho,2023,Sector,Services,Services,Average,8.3,6.7,7.3,NA,7.8,0,12,NA,0,14.4,34.1,15,1.2,15.7,31.2,NA,20.1,17.4,0,85.4,39.4,6,16.3,14,86.3,NA,NA,NA,18.6,23.7,75.4,34.7,NA,21.1,73,31.5,85.9,NA,NA,74.6,6.5,2,20.3,2.8,8.8,80.9,5.3,46.6,67.3,52.5,62.4,50.2,50,21.9,64.3,8.9,64.2,81.9,2.5,28.8
Lesotho,2023,Size,NA,Large (100+),Average,11.4,7.6,7.8,NA,NA,NA,NA,NA,NA,4.1,30.3,NA,NA,NA,34.7,80.6,24.3,73.5,0,32,21.2,11.8,NA,NA,NA,NA,NA,NA,11.4,19.8,76.2,48.8,NA,25.2,80.4,597,81.9,81,59.2,68.7,5.4,1.5,40.7,3.3,0,78.5,14.7,65,84.2,69.9,77.9,54.6,70.9,48.8,81.3,26.7,19.8,84,4,3.1
Lesotho,2023,Size,NA,Medium (20-99),Average,3.9,3.9,0,NA,8.3,0,NA,NA,NA,24,45.6,21.8,-0.3,19.9,45.6,83.2,20.9,28.6,3.1,76.2,16.2,6.7,28.6,NA,NA,NA,NA,NA,24.5,15.3,81.5,38.5,NA,21.1,51.3,41.5,82,77.7,65.8,74.2,8.6,1.4,20.5,2.8,11.8,80.4,0,41.7,71.1,46,53.4,42.6,46.7,18.3,52.4,8.3,58.8,87.6,2.5,13.2
Lesotho,2023,Size,NA,Small (5-19),Average,7.3,6,2.1,NA,9.1,0,16.5,NA,0,5.6,26.9,16.5,6.7,14.7,21.8,69.3,18,12.7,1.3,87.7,54.5,6,5.2,20,NA,NA,NA,NA,18.4,27.8,69.5,24.4,65.4,20.1,86.3,9.8,90,76.6,67.2,70.8,3.8,2.1,15.9,2.9,6.2,84.1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.3,72.6,1.8,39.3
Lesotho,2023,NA,NA,NA,Average,7.3,5.7,3.6,NA,7.5,0,20,0,0,10.2,32.3,19.6,3.8,17.9,30.8,76.6,20.1,29.3,1.5,73.3,37.5,7.3,15,14,72.7,NA,NA,NA,18.7,22.9,74,33.1,66.3,21.3,75.7,137.3,86.3,78.4,64.1,71.1,5.4,1.8,22.2,3,6.6,82,7.7,53.9,77.6,57.6,65.2,48.4,58.4,33,66.3,17.7,55.4,78.9,2.4,25.3
Liberia,2009,Exporter Type,NA,Non-exporter,Average,70.5,55.3,54.4,51.8,49.6,46,62.9,51.9,54.6,55.4,31.2,42,9,33.8,64,70.6,8.5,10.7,1.7,88.9,77.8,7.5,16,14,15.7,NA,NA,NA,17.5,21.7,72.5,17,NA,11.9,81.8,12.5,89,NA,NA,NA,NA,NA,NA,NA,2.6,79.5,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.2,73.8,0.6,22.9
Liberia,2009,Gender of Top Manager,NA,Top manager is female,Average,86.3,84,86.3,NA,76.9,NA,NA,NA,NA,93.3,64.6,NA,NA,NA,97.2,NA,10.7,4.6,25.2,91.6,25.2,17.1,17.9,NA,NA,NA,NA,NA,32.6,33.2,59.4,14.3,NA,7.4,38.3,11.1,88.4,NA,NA,NA,NA,NA,NA,NA,1.1,81.2,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.9,97.2,0,31.4
Liberia,2009,Gender of Top Manager,NA,Top manager is male,Average,48.6,23.5,31.8,13.8,8.6,0,6.2,NA,56.1,42.1,20.7,31.8,11.7,25,38.4,72.3,11,37.7,1.1,66.6,1.5,10.8,11.1,NA,5,NA,NA,NA,6.3,37.6,59.5,42.9,NA,13.3,64,24.6,88.1,NA,NA,NA,NA,NA,NA,NA,0,80.7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.7,98,0,33.9
Liberia,2009,Location,NA,Margibi,Average,44.5,34,25.1,NA,35.3,NA,NA,NA,NA,24.9,1.7,NA,NA,NA,48.6,78.6,6,0,0,99.7,97.6,2.9,NA,NA,NA,NA,NA,NA,2,4.3,86.6,23,NA,10.7,NA,7,89.1,NA,NA,NA,NA,NA,NA,NA,0,83.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.6,75.9,0.4,52.8
Liberia,2009,Location,NA,Montserrado,Average,74.1,56.5,62,46.3,46,40.8,51.9,NA,44.1,63.7,39,41.3,9.4,32.5,61.1,70.8,9.2,12.8,0.2,86.9,75.9,9.1,15.8,14,15.7,NA,NA,NA,18.6,25.5,66.8,21.2,NA,11.7,83.2,14.9,89.4,NA,NA,NA,NA,NA,NA,NA,2.9,77.7,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.8,75.3,0.6,24.9
Liberia,2009,Location,NA,Nimba,Average,68.7,59.6,35.7,NA,74.6,NA,97,NA,NA,44.3,16.4,48.4,6,43.4,79.3,65,7,7.7,7.4,91.6,76.6,3.3,19.5,14,NA,NA,NA,NA,18.5,15.7,85.9,1.4,NA,13,72.9,6.9,87.5,NA,NA,NA,NA,NA,NA,NA,2.8,84,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,68.3,0.7,7.4
Liberia,2009,Ownership Type,NA,10% or more foreign ownership,Average,49,35,34.1,NA,30.5,41.4,NA,NA,NA,24.1,20.4,NA,NA,NA,76.5,69.6,13.3,100,0,10.1,31.4,7.1,33.4,NA,11.8,NA,NA,NA,31.1,36,63,33.5,NA,19,69.3,17.9,91.3,NA,NA,NA,NA,NA,NA,NA,0,79.7,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.2,100,0,26.3
Liberia,2009,Ownership Type,NA,Domestic,Average,73.2,57.8,57.1,51,52.8,47.2,68.2,19.7,64.3,58.7,32.5,40.8,9.6,31.7,62.5,70.7,7.9,0,1.9,98.3,83.3,7.6,13.7,14,16.9,NA,NA,NA,16,20,73.6,14.9,NA,11,84.3,11.9,88.7,NA,NA,NA,NA,NA,NA,NA,2.9,79.5,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.8,70.6,0.7,22.5
Liberia,2009,Sector,Manufacturing,All,Average,69.4,54.8,58.9,69.9,43.1,4.8,81.5,36,54.1,48.7,25.1,30.6,-2.2,30.3,70.9,70.6,8.3,9.4,0.3,91,81.6,7.1,12.7,14,25.7,NA,NA,NA,27.1,18.1,76.6,29.3,NA,12.8,85.8,11.8,94.4,NA,NA,NA,NA,NA,NA,NA,7.3,78.1,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.3,67.7,0.7,19.6
Liberia,2009,Sector,Manufacturing,Manufacturing,Average,69.4,54.8,58.9,69.9,43.1,4.8,81.5,36,54.1,48.7,25.1,30.6,-2.2,30.3,70.9,70.6,8.3,9.4,0.3,91,81.6,7.1,12.7,14,25.7,NA,NA,NA,27.1,18.1,76.6,29.3,NA,12.8,85.8,11.8,94.4,NA,NA,NA,NA,NA,NA,NA,7.3,78.1,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.3,67.7,0.7,19.6
Liberia,2009,Sector,Services,All,Average,71,55.5,52.1,43.9,52.6,54.3,40.7,NA,54.8,58.1,34.2,47.5,14.5,35.5,60.6,NA,8.5,11.3,2.4,87.9,75.9,7.7,17.3,14,13.6,NA,NA,NA,12.7,23.5,70.5,11.2,NA,11.4,79.5,12.9,86.3,NA,NA,NA,NA,NA,NA,NA,0.4,80.2,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.4,76.8,0.6,24.4
Liberia,2009,Sector,Services,Services,Average,71,55.5,52.1,43.9,52.6,54.3,40.7,NA,54.8,58.1,34.2,47.5,14.5,35.5,60.6,NA,8.5,11.3,2.4,87.9,75.9,7.7,17.3,14,13.6,NA,NA,NA,12.7,23.5,70.5,11.2,NA,11.4,79.5,12.9,86.3,NA,NA,NA,NA,NA,NA,NA,0.4,80.2,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.4,76.8,0.6,24.4
Liberia,2009,Size,NA,Large (100+),Average,43.1,26.7,36.5,NA,48.9,NA,NA,NA,NA,22.4,69.2,NA,NA,NA,69,NA,21.1,43.5,16.8,61.6,16.8,20.7,12.6,NA,NA,NA,NA,NA,19.7,34.9,57.5,52.1,NA,11.2,77,180.8,75.3,NA,NA,NA,NA,NA,NA,NA,0,80.4,49.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.1,100,0,0
Liberia,2009,Size,NA,Medium (20-99),Average,71.3,44.5,67.8,37.2,17.3,0,NA,NA,NA,62.9,23,NA,NA,NA,50.2,73.9,16.1,24.2,0,78.8,48.9,18.5,13.1,NA,7.1,NA,NA,NA,22.7,22.4,68.4,23.7,NA,16,69.9,47.6,89.8,NA,NA,NA,NA,NA,NA,NA,0,87.2,17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.8,72.5,0.3,36.5
Liberia,2009,Size,NA,Small (5-19),Average,70.7,56.3,53.6,53.4,51.8,59,63,48.1,61.1,55.2,31.3,40.1,8.1,34,64.9,70.3,7.8,9.4,1.7,89.9,80.3,6.6,16.2,14,18.6,NA,NA,NA,17.1,21.5,72.9,16.1,NA,11.6,83.3,8.5,89,NA,NA,NA,NA,NA,NA,NA,2.8,79,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.2,73.6,0.7,22.2
Liberia,2009,NA,NA,NA,Average,70.5,55.3,54.4,51.8,49.6,46,62.9,51.9,54.6,55.4,31.2,42,9,33.8,64,70.6,8.5,10.7,1.7,88.9,77.8,7.5,16,14,15.7,NA,NA,NA,17.5,21.7,72.5,17,NA,11.9,81.8,12.5,89,NA,NA,NA,NA,NA,NA,NA,2.6,79.5,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.2,73.8,0.6,22.9
Liberia,2017,Exporter Type,NA,Direct exports are 10% or more of sales,Average,69.3,27.4,3.1,NA,17.5,16.2,NA,12.7,NA,82.8,13.3,NA,NA,NA,95,28.9,12,65.4,0,64.8,4.6,1.9,5.3,NA,6.6,NA,NA,NA,20.9,73.3,43.9,12.7,NA,17.6,NA,25.4,90.3,59.6,71.4,13,NA,NA,NA,NA,6,77.8,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.3,81.4,0.2,64.8
Liberia,2017,Exporter Type,NA,Non-exporter,Average,55.7,42,43.1,38.2,45.5,28.3,42.4,38.4,40.4,51.7,51.1,26.4,19.8,7.6,55,86.5,14.4,21.7,0,66.3,63.9,5.6,10.6,14,6.1,NA,NA,NA,27.8,35.2,66.1,23.1,59.9,14,NA,28.7,94,80.4,72.1,39,NA,NA,NA,NA,6.4,81.1,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.9,70.9,1,42.4
Liberia,2017,Gender of Top Manager,NA,Top manager is female,Average,56.7,43.3,42.9,NA,48.5,97.8,34.7,44.5,NA,54.8,41.1,NA,NA,NA,54.5,91.3,13.2,29.9,0,76.3,77.6,8.7,13.2,14,NA,NA,NA,NA,32.1,44.9,61.5,19.4,NA,11.5,NA,23.1,90.7,59.4,41.5,33.2,NA,NA,NA,NA,6.1,71.4,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.2,69.5,1.1,37.6
Liberia,2017,Gender of Top Manager,NA,Top manager is male,Average,56,41,41.4,45.1,43.8,17.3,45.5,35,54.5,52.3,52.2,26.1,20.4,6.9,56.7,80.6,14.6,21.3,0,63.7,58.1,4.7,9.7,14,7,NA,NA,NA,26.5,34.2,66.4,23.6,80.3,14.8,NA,30,94.7,82.1,77.3,39.6,NA,NA,NA,NA,6.4,83.5,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.9,71.6,0.9,44.5
Liberia,2017,Location,NA,Margibi,Average,44.3,29.4,12,NA,48.5,NA,86,27.6,NA,72.2,17.4,20.3,18.5,2.4,37,80.8,10.7,29.6,0,70.4,80.3,5.8,14.7,NA,NA,NA,NA,NA,14.1,21.9,68.5,3.5,NA,13.6,NA,16.5,97.3,80,91.6,34,NA,NA,NA,NA,12.9,88.8,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.3,64.2,0.6,37
Liberia,2017,Location,NA,Montserrado,Average,57.9,43,44,42.1,45.9,26.6,40.3,37.9,45,52.4,52.9,28,19.8,9.4,57.6,81.5,14.5,23.1,0,64.8,59.1,5.5,9.9,14,5.3,NA,NA,NA,29.2,38.6,64.3,25.4,60.6,14,NA,30.3,93.3,79.7,71.9,37.3,NA,NA,NA,NA,5.8,80,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,72.8,0.7,43.7
Liberia,2017,Location,NA,Nimba,Average,41.8,32.6,36.1,NA,NA,NA,NA,37.6,NA,37.7,45,NA,NA,NA,63.1,NA,15.8,8.5,0,91.5,94.3,3,NA,NA,NA,NA,NA,NA,19.4,16.7,83.1,1.6,NA,16.8,NA,13.3,100,66.9,61.1,65.8,NA,NA,NA,NA,6.6,87.9,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.9,48.7,6.1,41.8
Liberia,2017,Ownership Type,NA,10% or more foreign ownership,Average,54.9,38.4,29.7,50.9,64.9,73.9,20.1,48.8,32.7,43.8,39.9,21.9,14.9,7.5,63.3,75.6,14.1,100,0,22.6,35.1,8.6,4.6,9,3.2,NA,NA,NA,38.9,52.6,50.4,22.2,21.9,13.4,NA,30.1,96,63.4,48.7,23.4,NA,NA,NA,NA,13.7,65.9,30.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.4,99.1,0,52.5
Liberia,2017,Ownership Type,NA,Domestic,Average,56.5,42.5,45.7,35.7,38.6,14,49.1,34.4,50.6,55.2,52.9,29,21.3,9,54.2,84.6,14.4,0,0,79.3,70.2,4.4,12.7,14,7.4,NA,NA,NA,24.2,31.6,69.9,22.9,82,14.3,NA,28.1,93.2,84.7,79.7,42.2,NA,NA,NA,NA,4.2,85.6,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,62.8,1.2,40.3
Liberia,2017,Sector,Manufacturing,All,Average,52.9,41.4,33,30.5,28.7,15.6,61.1,51.1,50.6,33.7,50.7,18.4,18.1,1.3,59.4,82,17.2,26.2,0,52.7,60.9,7,4.6,14,9.6,NA,NA,NA,23.3,67.6,44.7,28.9,60.4,15.4,NA,33.3,96.8,78.8,72,38.8,NA,NA,NA,NA,10.5,74.9,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9,84.6,0.6,55.3
Liberia,2017,Sector,Manufacturing,Manufacturing,Average,52.9,41.4,33,30.5,28.7,15.6,61.1,51.1,50.6,33.7,50.7,18.4,18.1,1.3,59.4,82,17.2,26.2,0,52.7,60.9,7,4.6,14,9.6,NA,NA,NA,23.3,67.6,44.7,28.9,60.4,15.4,NA,33.3,96.8,78.8,72,38.8,NA,NA,NA,NA,10.5,74.9,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9,84.6,0.6,55.3
Liberia,2017,Sector,Services,All,Average,57.6,41.6,46.4,51.4,50.7,30.9,32.8,31.2,42.5,62.6,49.5,31.7,20.7,12.2,54.7,NA,12.8,21.5,0,73,62.6,4.6,12.8,14,4.7,NA,NA,NA,29.7,21,75.6,19.7,NA,13.4,NA,26.3,92.4,NA,NA,38,NA,NA,NA,NA,4.3,84,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.6,64.6,1.1,37
Liberia,2017,Sector,Services,Services,Average,57.6,41.6,46.4,51.4,50.7,30.9,32.8,31.2,42.5,62.6,49.5,31.7,20.7,12.2,54.7,NA,12.8,21.5,0,73,62.6,4.6,12.8,14,4.7,NA,NA,NA,29.7,21,75.6,19.7,NA,13.4,NA,26.3,92.4,NA,NA,38,NA,NA,NA,NA,4.3,84,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.6,64.6,1.1,37
Liberia,2017,Size,NA,Large (100+),Average,10,5.3,1.2,NA,0,NA,NA,NA,NA,20.4,28.8,NA,NA,NA,49.9,95.8,18.1,33.3,0,33.8,63.1,7.3,NA,NA,NA,NA,NA,NA,32.8,38.7,64.1,35.4,NA,17.6,NA,150.5,99.5,66.4,61,84,NA,NA,NA,NA,0,82.8,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.2,99.3,0,24.2
Liberia,2017,Size,NA,Medium (20-99),Average,63,50.7,51.9,42.7,54.1,44.3,62.9,53.9,40.9,74.5,49.1,25.6,20.1,6.9,67,77.5,16,17.8,0,81.7,40.4,5.3,16.8,14,3.2,NA,NA,NA,34.6,43.1,59.9,28.4,86.6,16.3,NA,29.2,86.8,82.5,71.3,41.4,NA,NA,NA,NA,15.4,73,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.5,64.6,1.1,60
Liberia,2017,Size,NA,Small (5-19),Average,58.4,41.2,42.2,53.9,45.4,23.7,21.3,29.4,50.7,48.9,53.5,29.6,19.3,11.6,51.8,81.4,12.9,24.2,0,63.3,72.9,5.3,9.2,9,7,NA,NA,NA,23.3,32.7,68.4,18,48.1,12.4,NA,10.2,96.6,78.1,74.6,29.5,NA,NA,NA,NA,2.7,84.8,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.7,70.4,1,37.6
Liberia,2017,NA,NA,NA,Average,56.1,41.5,41.7,42.8,44.8,27.8,42.2,37.3,45.6,52.8,49.9,27.3,19.8,8.7,56.3,82,14.3,23,0,66.3,62.1,5.4,10.4,14,6.1,NA,NA,NA,27.6,36.4,65.4,22.8,60.4,14.1,NA,28.6,93.9,78.8,72,38.2,NA,NA,NA,NA,6.4,81,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.7,71.2,0.9,43.1
Lithuania,2009,Exporter Type,NA,Direct exports are 10% or more of sales,Average,14.8,10,9.8,14.4,16.4,NA,42,10.4,NA,9.7,58.1,9.5,7.9,2.1,84.4,82.1,11.9,12.3,0,87.7,10.9,12.4,85.5,90,NA,NA,NA,NA,21.8,17.6,78.1,50.1,32.8,13.4,NA,50.7,98.2,74.8,69,NA,NA,NA,NA,NA,27.7,55,57.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,89.8,0.5,21.9
Lithuania,2009,Exporter Type,NA,Non-exporter,Average,5.5,3.2,2.2,14.6,3.5,0.5,28.9,1.5,0,11.2,34.7,14.2,5.9,8.9,74.8,74,11.8,6.9,5,93.9,24.1,8.6,62.6,20,11.9,NA,NA,NA,24.3,10.4,84.5,43.2,42.8,14.2,NA,27.2,97.8,74.7,67.7,NA,NA,NA,NA,NA,13.1,67.8,34.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.4,98.8,0.2,31.9
Lithuania,2009,Gender of Top Manager,NA,Top manager is female,Average,15,9.8,5.4,19.1,8.4,NA,51.2,NA,NA,7.6,38.7,19.7,5.4,14.8,61.5,78.8,13,19,10.5,88.1,33.1,9.9,66.6,30,NA,NA,NA,NA,11.3,4.5,92.2,36.6,38,12.3,NA,25.6,98.1,76.2,56.3,NA,NA,NA,NA,NA,16.1,67.8,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9,97.8,0.7,10.6
Lithuania,2009,Gender of Top Manager,NA,Top manager is male,Average,5.8,3.5,3.1,14.1,5,0.3,26.9,1.3,0,11.3,38.6,12,6.3,6,78.1,77,11.7,5.9,2.9,93.7,20.9,9.2,65.3,20,33.7,NA,NA,NA,25.6,12.9,81.9,48.2,38.2,14.4,NA,32.5,97.8,74.4,71.2,NA,NA,NA,NA,NA,15.7,64.7,39.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.6,97,0.2,32.6
Lithuania,2009,Location,NA,Coast and West,Average,1.1,0.8,0,14.4,0,NA,7.5,0,NA,17.3,40.8,12.4,9.4,8.3,89.2,74.9,12.6,0.5,0,99.4,33.2,12.7,173.9,15,NA,NA,NA,NA,26.6,24.3,76.6,51.5,56,13.3,NA,32.6,96.8,80.6,62,NA,NA,NA,NA,NA,8.4,78,35.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.8,100,0.1,25.4
Lithuania,2009,Location,NA,North East,Average,3.3,0.9,0,9.6,0,NA,42.5,0,NA,6.4,63,6.6,1.2,4.6,66.7,82.6,11.3,3.2,0,97.1,25.1,7,66.5,90,NA,NA,NA,NA,31.8,11.4,84.3,42.7,39.1,12.7,NA,27.7,97.1,72.4,59.1,NA,NA,NA,NA,NA,22.9,57.9,59.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.7,94.9,0.2,50.8
Lithuania,2009,Location,NA,South West,Average,8.8,5.6,3.6,24.9,8,NA,37.5,13.1,NA,6.3,23.4,18.6,7.2,9.6,72.7,71.4,12.1,16.6,11.8,85.6,16.6,10.5,34.4,20,NA,NA,NA,NA,14.4,9.4,82.3,47.5,17.2,15.7,NA,29.3,99.1,74.2,85.5,NA,NA,NA,NA,NA,11.4,67.2,33.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,100,0.3,17
Lithuania,2009,Location,NA,Vilniaus,Average,14.3,9.9,12.1,17.4,12.5,NA,40.9,5.1,NA,18.5,27.4,13.2,8.2,6.5,81.3,79.9,11.8,6.1,0.4,93.5,21.1,8.2,32.9,12,NA,NA,NA,NA,23.4,6.2,88.9,43,40.8,13.9,NA,38.5,98,72.6,64.5,NA,NA,NA,NA,NA,18.2,62.1,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.7,93.3,0.5,21.5
Lithuania,2009,Ownership Type,NA,10% or more foreign ownership,Average,7.1,4.8,0,NA,NA,NA,NA,34,NA,13.8,15.9,NA,NA,NA,72.7,78.1,11.1,100,40.5,21.6,10.7,8.6,NA,NA,NA,NA,NA,NA,4.5,2.2,84.6,43.9,25.6,18.9,NA,50,99.6,83.6,69.1,NA,NA,NA,NA,NA,0.6,77.3,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7,100,0.2,3.4
Lithuania,2009,Ownership Type,NA,Domestic,Average,7.1,4.4,3.7,14.7,4.5,0,34.8,1.1,0,10.4,40.6,12.6,6.7,6.4,75.8,77.2,11.9,0,0.9,98.9,23.8,9.4,59.3,20,30.2,NA,NA,NA,25,12.4,83.4,46.3,40,13.6,NA,29.7,97.7,73.4,68.1,NA,NA,NA,NA,NA,17,64.1,40.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.9,96.9,0.3,31.7
Lithuania,2009,Sector,Manufacturing,All,Average,6.7,4,2.9,22.8,10.9,NA,14.9,7.6,0,12,43.2,11.9,4.3,8.6,72.8,77.3,12.1,12.3,0,87.9,19.1,9.3,103.1,15,NA,NA,NA,NA,13.4,11.8,83.9,46.8,38.2,14.4,NA,47.7,99.3,74.7,68.2,NA,NA,NA,NA,NA,18.5,61.5,50.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6,96.7,0.3,21.7
Lithuania,2009,Sector,Manufacturing,Manufacturing,Average,6.7,4,2.9,22.8,10.9,NA,14.9,7.6,0,12,43.2,11.9,4.3,8.6,72.8,77.3,12.1,12.3,0,87.9,19.1,9.3,103.1,15,NA,NA,NA,NA,13.4,11.8,83.9,46.8,38.2,14.4,NA,47.7,99.3,74.7,68.2,NA,NA,NA,NA,NA,18.5,61.5,50.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6,96.7,0.3,21.7
Lithuania,2009,Sector,Services,All,Average,7.3,4.6,3.6,10.6,4.9,NA,48.2,1.7,0,10.3,37.2,13.5,6.6,7,76.4,NA,11.8,6.5,5.2,94.4,23.8,9.3,62,20,NA,NA,NA,NA,26.3,11.6,83.4,NA,NA,13.9,NA,26.4,97.4,NA,NA,NA,NA,NA,NA,NA,14.9,66.3,36.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.9,97.2,0.2,31.7
Lithuania,2009,Sector,Services,Other Services,Average,6.9,3.9,3.2,12.9,3.9,NA,60.5,2.2,NA,10.4,36.9,13.4,7.8,5.7,82.1,NA,12.2,6.7,6.9,94.5,18.7,9.9,66.9,20,NA,NA,NA,NA,32.9,13.2,80.8,NA,NA,14.8,NA,27.2,97.3,NA,NA,NA,NA,NA,NA,NA,12,66.1,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.8,97.5,0.1,34.2
Lithuania,2009,Sector,Services,Retail,Average,8.9,7,4.9,0,12.3,NA,12.2,0.5,NA,10.1,38.3,13.6,2.9,10.8,58.6,NA,10.6,5.7,0,93.9,40.1,7.5,25.1,30,NA,NA,NA,NA,5.2,6.6,91.5,NA,NA,11.3,NA,23.9,97.9,NA,NA,NA,NA,NA,NA,NA,24.1,66.8,38.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8,96.3,0.7,24
Lithuania,2009,Size,NA,Large (100+),Average,13.9,6.3,0,6.7,17.2,NA,28.6,0.5,NA,12.8,25.1,12.4,6,7.5,94.6,71.7,17.5,9.3,11.3,82.6,5.9,18.5,33.7,20,NA,NA,NA,NA,12,12.7,83,52.6,42.1,14,NA,209.2,97.9,76.5,49.4,NA,NA,NA,NA,NA,21.3,61.9,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6,99.9,1.7,12.3
