year,country_name,gdp_per_capita,co2_per_capita,country_code,income_level,region,capital_city,co2_per_capita_scaled
2000,Mongolia,5818.24307842901,3.78591625252952,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,3785916.2525295196
1999,Mongolia,5829.16641455929,3.67182292358367,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,3671822.92358367
1998,Mongolia,5735.84383645771,3.69918526006225,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,3699185.26006225
1997,Mongolia,5628.10663484223,3.73919493836588,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,3739194.93836588
1996,Mongolia,5494.32133981897,3.86929538169167,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,3869295.38169167
1995,Mongolia,5457.68501570005,4.64901379584664,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,4649013.79584664
1994,Mongolia,5213.84632608076,4.75300254179808,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,4753002.541798079
1993,Mongolia,5162.0998701038,5.51338718691257,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,5513387.186912569
1992,Mongolia,5324.48759689987,5.97719336282573,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,5977193.36282573
2023,Morocco,8868.7119140625,1.85238291648884,MAR,Lower middle income,Middle East & North Africa,Rabat,1852382.91648884
2022,Morocco,8666.0791015625,1.88316803228712,MAR,Lower middle income,Middle East & North Africa,Rabat,1883168.0322871201
2021,Morocco,8623.265625,1.97882571194012,MAR,Lower middle income,Middle East & North Africa,Rabat,1978825.71194012
2020,Morocco,8054.56298828125,1.84687338318216,MAR,Lower middle income,Middle East & North Africa,Rabat,1846873.38318216
2019,Morocco,8768.17578125,1.98431698656023,MAR,Lower middle income,Middle East & North Africa,Rabat,1984316.98656023
2018,Morocco,8611.75,1.8187259066467,MAR,Lower middle income,Middle East & North Africa,Rabat,1818725.9066467
2017,Morocco,8450.0087890625,1.80121576266493,MAR,Lower middle income,Middle East & North Africa,Rabat,1801215.7626649302
2016,Morocco,8141.9404296875,1.74157565314012,MAR,Lower middle income,Middle East & North Africa,Rabat,1741575.65314012
2015,Morocco,8198.80859375,1.7664016342312,MAR,Lower middle income,Middle East & North Africa,Rabat,1766401.6342312
2014,Morocco,7951.79833984375,1.73798808236744,MAR,Lower middle income,Middle East & North Africa,Rabat,1737988.08236744
2013,Morocco,7839.0322265625,1.73073406194248,MAR,Lower middle income,Middle East & North Africa,Rabat,1730734.06194248
2012,Morocco,7628.64404296875,1.75488463716991,MAR,Lower middle income,Middle East & North Africa,Rabat,1754884.6371699101
2011,Morocco,7503.79296875,1.70947966777939,MAR,Lower middle income,Middle East & North Africa,Rabat,1709479.66777939
2010,Morocco,7210.63671875,1.60244785045845,MAR,Lower middle income,Middle East & North Africa,Rabat,1602447.8504584501
2009,Morocco,7063.72705078125,1.52790856344482,MAR,Lower middle income,Middle East & North Africa,Rabat,1527908.56344482
2008,Morocco,6901.95068359375,1.56474403092224,MAR,Lower middle income,Middle East & North Africa,Rabat,1564744.03092224
2007,Morocco,6620.59033203125,1.47515262068151,MAR,Lower middle income,Middle East & North Africa,Rabat,1475152.62068151
2006,Morocco,6488.673828125,1.47433419676036,MAR,Lower middle income,Middle East & North Africa,Rabat,1474334.1967603602
2005,Morocco,6103.42236328125,1.47057738444089,MAR,Lower middle income,Middle East & North Africa,Rabat,1470577.38444089
2004,Morocco,5996.39013671875,1.42931840791469,MAR,Lower middle income,Middle East & North Africa,Rabat,1429318.40791469
2003,Morocco,5810.05322265625,1.28804117084015,MAR,Lower middle income,Middle East & North Africa,Rabat,1288041.17084015
2002,Morocco,5544.07177734375,1.31040529907691,MAR,Lower middle income,Middle East & North Africa,Rabat,1310405.29907691
2001,Morocco,5417.57861328125,1.28342384807613,MAR,Lower middle income,Middle East & North Africa,Rabat,1283423.84807613
2000,Morocco,5100.11572265625,1.18059270457635,MAR,Lower middle income,Middle East & North Africa,Rabat,1180592.70457635
1999,Morocco,5043.6650390625,1.17173405143629,MAR,Lower middle income,Middle East & North Africa,Rabat,1171734.05143629
1998,Morocco,5033.92333984375,1.12936780600491,MAR,Lower middle income,Middle East & North Africa,Rabat,1129367.80600491
1997,Morocco,4766.1103515625,1.11903218631364,MAR,Lower middle income,Middle East & North Africa,Rabat,1119032.18631364
1996,Morocco,4916.47998046875,1.07845361852666,MAR,Lower middle income,Middle East & North Africa,Rabat,1078453.61852666
1995,Morocco,4444.228515625,1.10843685293345,MAR,Lower middle income,Middle East & North Africa,Rabat,1108436.8529334501
1994,Morocco,4771.0927734375,1.08144657888124,MAR,Lower middle income,Middle East & North Africa,Rabat,1081446.57888124
1993,Morocco,4379.76416015625,1.01392620595156,MAR,Lower middle income,Middle East & North Africa,Rabat,1013926.2059515599
1992,Morocco,4483.24951171875,1.00011629166966,MAR,Lower middle income,Middle East & North Africa,Rabat,1000116.29166966
2023,Mozambique,1511.63653474992,0.289580902840956,MOZ,Low income,Sub-Saharan Africa ,Maputo,289580.902840956
2022,Mozambique,1476.66560299552,0.307083673977713,MOZ,Low income,Sub-Saharan Africa ,Maputo,307083.67397771304
2021,Mozambique,1457.23540930922,0.292940538290263,MOZ,Low income,Sub-Saharan Africa ,Maputo,292940.53829026304
2020,Mozambique,1466.12476474476,0.259224950564728,MOZ,Low income,Sub-Saharan Africa ,Maputo,259224.950564728
2019,Mozambique,1528.88988354373,0.288692621362732,MOZ,Low income,Sub-Saharan Africa ,Maputo,288692.62136273197
2018,Mozambique,1538.83512127022,0.277552596875305,MOZ,Low income,Sub-Saharan Africa ,Maputo,277552.596875305
2017,Mozambique,1532.0073576114,0.295085707282434,MOZ,Low income,Sub-Saharan Africa ,Maputo,295085.707282434
2016,Mozambique,1537.90853271216,0.304761605151679,MOZ,Low income,Sub-Saharan Africa ,Maputo,304761.605151679
2015,Mozambique,1512.5997455554,0.243250117185858,MOZ,Low income,Sub-Saharan Africa ,Maputo,243250.11718585802
2014,Mozambique,1449.92926632722,0.224530531564972,MOZ,Low income,Sub-Saharan Africa ,Maputo,224530.53156497199
2013,Mozambique,1385.83254864214,0.204254329192642,MOZ,Low income,Sub-Saharan Africa ,Maputo,204254.329192642
2012,Mozambique,1338.51594866104,0.193172394960507,MOZ,Low income,Sub-Saharan Africa ,Maputo,193172.394960507
2011,Mozambique,1275.52959822581,0.17968171983648,MOZ,Low income,Sub-Saharan Africa ,Maputo,179681.71983647998
2010,Mozambique,1224.23020471309,0.156805215477819,MOZ,Low income,Sub-Saharan Africa ,Maputo,156805.215477819
2009,Mozambique,1178.70909947834,0.151957786228809,MOZ,Low income,Sub-Saharan Africa ,Maputo,151957.786228809
2008,Mozambique,1141.94256161019,0.144323516401,MOZ,Low income,Sub-Saharan Africa ,Maputo,144323.516401
2007,Mozambique,1095.12568701598,0.152370143512889,MOZ,Low income,Sub-Saharan Africa ,Maputo,152370.143512889
2006,Mozambique,1041.80471709595,0.135988270025521,MOZ,Low income,Sub-Saharan Africa ,Maputo,135988.270025521
2005,Mozambique,970.38995609863,0.131275871947836,MOZ,Low income,Sub-Saharan Africa ,Maputo,131275.87194783599
2004,Mozambique,934.133964844421,0.140123797442107,MOZ,Low income,Sub-Saharan Africa ,Maputo,140123.79744210702
2003,Mozambique,883.239121472194,0.130225770563066,MOZ,Low income,Sub-Saharan Africa ,Maputo,130225.770563066
2002,Mozambique,842.645266172761,0.104814040133687,MOZ,Low income,Sub-Saharan Africa ,Maputo,104814.040133687
2001,Mozambique,785.790173616246,0.102299477999705,MOZ,Low income,Sub-Saharan Africa ,Maputo,102299.477999705
2000,Mozambique,711.976393527396,0.0866425849408149,MOZ,Low income,Sub-Saharan Africa ,Maputo,86642.58494081491
1999,Mozambique,722.305561379979,0.0727282733446311,MOZ,Low income,Sub-Saharan Africa ,Maputo,72728.2733446311
1998,Mozambique,660.650177820748,0.0747557850816449,MOZ,Low income,Sub-Saharan Africa ,Maputo,74755.7850816449
1997,Mozambique,612.371551265915,0.0791387271089727,MOZ,Low income,Sub-Saharan Africa ,Maputo,79138.7271089727
1996,Mozambique,562.857456341656,0.0735668619880091,MOZ,Low income,Sub-Saharan Africa ,Maputo,73566.8619880091
1995,Mozambique,525.418671837499,0.0787818449637951,MOZ,Low income,Sub-Saharan Africa ,Maputo,78781.8449637951
1994,Mozambique,546.209688164263,0.0761680987568523,MOZ,Low income,Sub-Saharan Africa ,Maputo,76168.09875685231
1993,Mozambique,549.048759770955,0.0961484264110831,MOZ,Low income,Sub-Saharan Africa ,Maputo,96148.4264110831
1992,Mozambique,510.82282292831,0.0853061810950396,MOZ,Low income,Sub-Saharan Africa ,Maputo,85306.1810950396
2023,Myanmar,5364.13797034407,0.61640603897772,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,616406.03897772
2022,Myanmar,5350.4766689956,0.602575075776013,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,602575.075776013
2021,Myanmar,5178.44718217164,0.596140243761499,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,596140.243761499
2020,Myanmar,5926.83450206641,0.654628004454913,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,654628.004454913
2019,Myanmar,6562.98898478581,0.65295468167386,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,652954.68167386
2018,Myanmar,6201.26341429761,0.640911801629649,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,640911.801629649
2017,Myanmar,5877.87465558136,0.65006147613087,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,650061.4761308699
2016,Myanmar,5580.98977273194,0.446004264123355,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,446004.264123355
2015,Myanmar,5313.88615901501,0.386288210140348,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,386288.210140348
2014,Myanmar,5006.50667149837,0.350014366150862,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,350014.366150862
2013,Myanmar,4666.9537614136,0.282921766692084,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,282921.766692084
2012,Myanmar,4340.99945069145,0.25196515888876,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,251965.15888875996
2011,Myanmar,4078.61220919938,0.185609741192906,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,185609.741192906
2010,Myanmar,3893.79030665848,0.176010377856472,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,176010.377856472
2009,Myanmar,3578.17424704491,0.159971775029907,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,159971.775029907
2008,Myanmar,3254.73897888079,0.172648544941183,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,172648.544941183
2007,Myanmar,2968.3033151234,0.226840316797223,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,226840.316797223
2006,Myanmar,2669.32700379981,0.218722830855244,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,218722.83085524398
2005,Myanmar,2377.9025816296,0.236951674030081,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,236951.674030081
2004,Myanmar,2110.23728495817,0.22583975634631,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,225839.75634631002
2003,Myanmar,1874.17128269376,0.234800928240979,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,234800.928240979
2002,Myanmar,1661.73588517121,0.191284718183921,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,191284.718183921
2001,Myanmar,1498.31163236515,0.191692848194143,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,191692.848194143
2000,Myanmar,1359.93038778027,0.221709285548484,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,221709.28554848398
1999,Myanmar,1209.01642809988,0.206402540124611,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,206402.540124611
1998,Myanmar,1102.79096369392,0.190364214501161,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,190364.214501161
1997,Myanmar,1054.76742791258,0.177229765046387,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,177229.76504638698
1996,Myanmar,1011.15993423268,0.180313410818619,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,180313.410818619
1995,Myanmar,962.209421824456,0.173682462042667,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,173682.462042667
1994,Myanmar,911.468427954554,0.145045280193198,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,145045.280193198
1993,Myanmar,859.345526733538,0.122575958144522,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,122575.95814452201
1992,Myanmar,821.327755047069,0.111097973247696,MMR,Lower middle income,East Asia & Pacific,Naypyidaw,111097.973247696
2023,Namibia,10105.5147732431,1.47298686002305,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1472986.86002305
2022,Namibia,9948.46458487266,1.47242134201163,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1472421.34201163
2021,Namibia,9709.09930646771,1.40687865853919,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1406878.65853919
2020,Namibia,9652.24827219463,1.42082746681462,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1420827.46681462
2019,Namibia,10813.3044681944,1.59834355406954,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1598343.55406954
2018,Namibia,11214.38604306,1.63518249721514,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1635182.4972151401
2017,Namibia,11408.7253099967,1.66954344750171,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1669543.44750171
2016,Namibia,11846.7880832757,1.74576799976058,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1745767.99976058
2015,Namibia,12166.5658392058,1.74135534683907,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1741355.3468390699
2014,Namibia,11982.6963648348,1.70223329998759,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1702233.29998759
2013,Namibia,11593.5753768689,1.68319047035571,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1683190.47035571
2012,Namibia,11266.6089486464,1.61774931264792,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1617749.31264792
2011,Namibia,10965.2729759535,1.57133705286944,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1571337.0528694398
2010,Namibia,10614.6201576671,1.50918731583066,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1509187.3158306598
2009,Namibia,10166.2899453939,1.48344512403521,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1483445.12403521
2008,Namibia,10286.5124067605,1.47099053469959,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1470990.53469959
2007,Namibia,10162.2400708746,1.30298226493609,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1302982.26493609
2006,Namibia,9773.29833199798,1.28310427092286,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1283104.27092286
2005,Namibia,9245.1365329555,1.31797199404856,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1317971.9940485598
2004,Namibia,9130.82442337694,1.25221283138405,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1252212.83138405
2003,Namibia,8237.36597245597,1.19658048338848,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1196580.48338848
2002,Namibia,8017.28134128559,1.13112906554072,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1131129.06554072
2001,Namibia,7786.54169496761,1.32780628179778,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1327806.28179778
2000,Namibia,7858.38789521253,1.07140088208432,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1071400.8820843198
1999,Namibia,7773.94354148714,1.11739234212731,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1117392.3421273099
1998,Namibia,7709.89004370134,1.20387015977539,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1203870.15977539
1997,Namibia,7656.32512542986,1.19649740952273,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1196497.4095227302
1996,Namibia,7538.92462342201,1.18692451201413,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1186924.5120141301
1995,Namibia,7506.10484034086,1.11249118383193,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1112491.18383193
1994,Namibia,7437.33529036109,1.05673441692626,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,1056734.41692626
1993,Namibia,7541.56081791845,0.943927110612668,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,943927.110612668
1992,Namibia,7911.01025804281,0.840266553162137,NAM,Upper middle income,Sub-Saharan Africa ,Windhoek,840266.553162137
2023,Nauru,12462.8412884717,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
2022,Nauru,12467.346889204,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
2021,Nauru,12196.6451545359,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
2020,Nauru,11441.2584496247,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
2019,Nauru,11273.1407788316,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
2018,Nauru,10490.8556297927,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
2017,Nauru,10763.8230469299,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
2016,Nauru,11630.9603868778,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
2015,Nauru,11344.1027537566,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
2014,Nauru,11264.0788306506,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
2013,Nauru,9882.09255684241,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
2012,Nauru,9766.46483007836,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
2011,Nauru,7926.22136029317,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
2010,Nauru,6966.78566754307,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
2009,Nauru,6996.75913956714,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
2008,Nauru,7421.08733621828,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
2007,Nauru,6157.90375916557,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
2006,Nauru,7902.50723782185,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
2005,Nauru,7284.04093103542,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
2004,Nauru,7302.0459180748,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
2003,Nauru,7632.08935130012,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
2002,Nauru,7593.06562445281,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
2001,Nauru,8394.08324965226,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
2000,Nauru,8969.12587395231,0.0,NRU,High income,East Asia & Pacific,Yaren District,0.0
