year,country_name,gdp_per_capita,co2_per_capita,country_code,income_level,region,capital_city
2007,Ireland,66616.3052874471,10.6725208015927,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
2006,Ireland,65112.7033963955,11.1580635582581,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
2005,Ireland,63714.0584138532,11.3153541154937,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
2004,Ireland,61582.7167608826,11.0513770366625,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
2003,Ireland,58732.176268909,11.1228240762403,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
2002,Ireland,57950.2036479063,11.4393200111802,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
2001,Ireland,55651.9149600469,11.9095980257837,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
2000,Ireland,53696.0523649663,11.5166087017309,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
1999,Ireland,49739.3809062244,10.9770570147007,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
1998,Ireland,45511.0082619098,10.716094180617,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
1997,Ireland,42281.7371782043,10.1696409884026,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
1996,Ireland,38468.023668159,9.92560845193553,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
1995,Ireland,36108.9160630069,9.63888406277805,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
1994,Ireland,33105.0404779011,9.53003381809087,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
1993,Ireland,31426.9149766222,9.22706704012934,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
1992,Ireland,30756.2472470049,9.20743136720408,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
2023,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2022,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2021,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2020,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2019,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2018,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2017,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2016,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2015,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2014,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2013,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2012,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2011,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2010,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2009,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2008,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2007,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2006,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2005,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2004,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2003,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2002,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2001,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2000,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
1999,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
1998,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
1997,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
1996,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
1995,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
1994,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
1993,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
1992,Isle of Man,,,IMN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Douglas
2023,Israel,48356.0899146248,6.27831416682041,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2022,Israel,48195.6507226953,6.57641642688988,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2021,Israel,46165.6452836695,6.51884456964808,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2020,Israel,42936.7078897549,6.67683476033901,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2019,Israel,44350.2472861814,7.22967749061188,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2018,Israel,43556.3491408262,7.15739406493448,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2017,Israel,42665.265663717,7.79586379442921,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2016,Israel,41717.7240872786,7.91736484905219,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2015,Israel,40763.3543831066,8.12323241966086,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2014,Israel,40638.8636975177,8.03544433219324,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2013,Israel,39877.124051405,8.48146907376388,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2012,Israel,38979.1852946955,9.81757158207446,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2011,Israel,38721.6424250403,9.17076154420665,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2010,Israel,37365.3345845164,9.44877748045543,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2009,Israel,36024.856105471,8.9664555947419,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2008,Israel,36491.8848078017,9.28874781085814,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2007,Israel,35964.2093812046,9.40521719753207,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2006,Israel,34529.0403404067,9.23553595985086,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2005,Israel,33287.1100860671,8.94281467799888,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2004,Israel,32508.7155296482,9.41481862241151,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2003,Israel,31609.3541444141,9.60951911146987,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2002,Israel,31720.5265828484,9.51703196347032,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2001,Israel,32405.2362425068,9.20423978878708,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2000,Israel,33121.9556996874,9.42933693750994,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
1999,Israel,31308.1712455711,8.97253877551021,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
1998,Israel,31082.6984867671,8.96228437447664,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
1997,Israel,30559.6787740381,9.07246401644962,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
1996,Israel,30199.0352292157,9.00823963457484,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
1995,Israel,29281.2989700688,8.69336339044184,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
1994,Israel,28210.4128158718,8.35058344137803,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
1993,Israel,26948.6865143188,8.00572134575176,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
1992,Israel,26580.3636935249,7.49750146398595,ISR,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",
2023,Italy,52588.6899412963,5.17837269291222,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2022,Italy,52206.4866229918,5.63879211234238,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2021,Italy,49780.3380006538,5.65294542878665,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2020,Italy,45463.9202005971,4.97779978956861,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2019,Italy,49645.6963150395,5.56659661313055,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2018,Italy,48866.8366577442,5.63718931722611,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2017,Italy,48374.1633532922,5.7144500537682,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2016,Italy,47539.3352902363,5.7638383823789,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2015,Italy,46879.1126079149,5.82936122693506,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2014,Italy,46422.8023592719,5.64825065793002,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2013,Italy,46851.3435576005,6.0115501643691,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2012,Italy,48275.2853569138,6.63183031252903,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2011,Italy,49967.1762605541,6.98738380007534,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2010,Italy,49707.4856563187,7.15348814878354,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2009,Italy,49109.6779938629,7.0092248351457,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2008,Italy,52097.8077328599,7.91131671076538,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2007,Italy,52986.2076940833,8.22611228832593,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2006,Italy,52486.917498968,8.39177862251223,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2005,Italy,51714.3205197819,8.51297900115861,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2004,Italy,51575.8446686881,8.54031736701432,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2003,Italy,51156.6568558822,8.39519124415364,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2002,Italy,51350.3824218051,8.08579616536264,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2001,Italy,51288.4657827147,7.96983541644361,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2000,Italy,50307.8871756055,7.98561409071824,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
1999,Italy,48449.8139713025,7.90187636350398,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
1998,Italy,47658.2626873858,7.78330772184049,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
1997,Italy,46827.043204294,7.62333563225777,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
1996,Italy,45966.6352657293,7.56700622003609,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
1995,Italy,45369.0763499495,7.65778762385388,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
1994,Italy,44096.7946022802,7.23313524525275,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
1993,Italy,43177.0307989312,7.33205962202056,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
1992,Italy,43575.0460283072,7.45560419322209,ITA,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Rome
2023,Jamaica,10291.3126701479,2.41733003824936,JAM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Kingston
2022,Jamaica,10072.0485289361,2.24328177788798,JAM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Kingston
2021,Jamaica,9577.16421134079,2.26914079872234,JAM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Kingston
2020,Jamaica,9178.32077782074,2.08079939549354,JAM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Kingston
2019,Jamaica,10216.0655361472,2.98848392520591,JAM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Kingston
2018,Jamaica,10137.1110525894,3.07110003662995,JAM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Kingston
2017,Jamaica,9964.39102196217,2.58462712073881,JAM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Kingston
2016,Jamaica,9886.55139209403,2.70136285261298,JAM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Kingston
2015,Jamaica,9778.11854181647,2.52353762701898,JAM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Kingston
